gene	dir	proportion_retained	num_seqs_unaligned	num_seqs_aligned	kingdom	phylum	class	order	family	genus	species	subspecies	different_genbank_species
Cochlostoma-dalmatinum-H3	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-dalmatinum	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma dalmatinum		
Cochlostoma-georgi-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-georgi	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma georgi		
Cochlostoma-hoyeri-H3	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-hoyeri	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma hoyeri	lillae	Cochlostoma hoyeri lillae
Cochlostoma-hoyeri-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-hoyeri	1.0	11	11	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma hoyeri	lillae	Cochlostoma hoyeri lillae
Cochlostoma-jakschae-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-jakschae	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma jakschae		Cochlostoma cf. jakschae EZ0180
Cochlostoma-jakschae-H3	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-jakschae	1.0	7	7	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma jakschae		Cochlostoma cf. jakschae EZ0180
Cochlostoma-mnelense-H3	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-mnelense	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma mnelense		
Cochlostoma-pinteri-H3	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-pinteri	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma pinteri		
Cochlostoma-pinteri-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-pinteri	1.0	6	6	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma pinteri		
Cochlostoma-roseoli-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-roseoli	1.0	24	24	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma roseoli	kiriense	Cochlostoma roseoli kiriense
Cochlostoma-tropojanum-COI	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-tropojanum	1.0	5	5	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma tropojanum		
Cochlostoma-tropojanum-H3	Gastropoda/Architaenioglossa/Megalomastomatidae/Cochlostoma-tropojanum	1.0	6	6	Animalia	Mollusca	Gastropoda	Architaenioglossa	Megalomastomatidae	Cochlostoma	Cochlostoma tropojanum		
Columbella-adansoni-COI	Gastropoda/Neogastropoda/Columbellidae/Columbella-adansoni	1.0	66	66	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Columbella	Columbella adansoni		
Columbella-rustica-COI	Gastropoda/Neogastropoda/Columbellidae/Columbella-rustica	1.0	99	99	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Columbella	Columbella rustica		
Columbella-xiphitella-COI	Gastropoda/Neogastropoda/Columbellidae/Columbella-xiphitella	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Columbella	Columbella xiphitella		
Columella-edentula-COI	Gastropoda/Stylommatophora/Truncatellinidae/Columella-edentula	1.0	41	41	Animalia	Mollusca	Gastropoda	Stylommatophora	Truncatellinidae	Columella	Columella edentula		
Columella-simplex-COI	Gastropoda/Stylommatophora/Truncatellinidae/Columella-simplex	1.0	15	15	Animalia	Mollusca	Gastropoda	Stylommatophora	Truncatellinidae	Columella	Columella simplex		
Colus-gracilis-COI	Gastropoda/Neogastropoda/Buccinidae/Colus-gracilis	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Colus	Colus gracilis		
Conasprella-alisi-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-alisi	1.0	8	8	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella alisi		Consprella alisi
Conasprella-boholensis-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-boholensis	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella boholensis		
Conasprella-coriolisi-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-coriolisi	1.0	8	8	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella coriolisi		
Conasprella-elokismenos-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-elokismenos	1.0	20	20	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella elokismenos		
Conasprella-ione-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-ione	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella ione		
Conasprella-kimioi-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-kimioi	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella kimioi		
Conasprella-longurionis-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-longurionis	1.0	16	16	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella longurionis		
Conasprella-memiae-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-memiae	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella memiae		
Conasprella-orbignyi-COI	Gastropoda/Neogastropoda/Conidae/Conasprella-orbignyi	1.0	10	10	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conasprella	Conasprella orbignyi		
Contradens-contradens-H3	Bivalvia/Unionida/Unionidae/Contradens-contradens	1.0	3	3	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Contradens	Contradens contradens		
Contradens-contradens-COI	Bivalvia/Unionida/Unionidae/Contradens-contradens	1.0	27	27	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Contradens	Contradens contradens		
Conus-acutangulus-COI	Gastropoda/Neogastropoda/Conidae/Conus-acutangulus	1.0	14	14	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus acutangulus		
Conus-bruuni-COI	Gastropoda/Neogastropoda/Conidae/Conus-bruuni	1.0	8	8	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus bruuni		
Conus-capitanellus-COI	Gastropoda/Neogastropoda/Conidae/Conus-capitanellus	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus capitanellus		
Conus-chaldeus-COI	Gastropoda/Neogastropoda/Conidae/Conus-chaldeus	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus chaldeus		Conus chaldaeus
Conus-circumcisus-COI	Gastropoda/Neogastropoda/Conidae/Conus-circumcisus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus circumcisus		
Conus-coronatus-COI	Gastropoda/Neogastropoda/Conidae/Conus-coronatus	1.0	29	29	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus coronatus		Conus aristophanes
Conus-ebraeus-COI	Gastropoda/Neogastropoda/Conidae/Conus-ebraeus	1.0	10	10	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus ebraeus		
Conus-eburneus-COI	Gastropoda/Neogastropoda/Conidae/Conus-eburneus	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus eburneus		
Conus-generalis-COI	Gastropoda/Neogastropoda/Conidae/Conus-generalis	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus generalis		
Conus-gondwanensis-COI	Gastropoda/Neogastropoda/Conidae/Conus-gondwanensis	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus gondwanensis		
Conus-gubernator-COI	Gastropoda/Neogastropoda/Conidae/Conus-gubernator	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus gubernator		
Conus-hughmorrisoni-COI	Gastropoda/Neogastropoda/Conidae/Conus-hughmorrisoni	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus hughmorrisoni		
Conus-imperialis-COI	Gastropoda/Neogastropoda/Conidae/Conus-imperialis	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus imperialis		
Conus-litteratus-COI	Gastropoda/Neogastropoda/Conidae/Conus-litteratus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus litteratus		
Conus-lividus-COI	Gastropoda/Neogastropoda/Conidae/Conus-lividus	1.0	13	13	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus lividus		Conus emaciatus
Conus-lozeti-COI	Gastropoda/Neogastropoda/Conidae/Conus-lozeti	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus lozeti		
Conus-madecassinus-COI	Gastropoda/Neogastropoda/Conidae/Conus-madecassinus	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus madecassinus		
Conus-marmoreus-COI	Gastropoda/Neogastropoda/Conidae/Conus-marmoreus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus marmoreus		
Conus-miliaris-COI	Gastropoda/Neogastropoda/Conidae/Conus-miliaris	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus miliaris		
Conus-namocanus-COI	Gastropoda/Neogastropoda/Conidae/Conus-namocanus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus namocanus		
Conus-ochroleucus-COI	Gastropoda/Neogastropoda/Conidae/Conus-ochroleucus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus ochroleucus		Conus ochroleucus tmetus
Conus-parvatus-COI	Gastropoda/Neogastropoda/Conidae/Conus-parvatus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus parvatus		
Conus-plinthis-COI	Gastropoda/Neogastropoda/Conidae/Conus-plinthis	1.0	7	7	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus plinthis		
Conus-praecellens-COI	Gastropoda/Neogastropoda/Conidae/Conus-praecellens	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus praecellens		Conus andremenezi
Conus-quercinus-COI	Gastropoda/Neogastropoda/Conidae/Conus-quercinus	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus quercinus		
Conus-rolani-COI	Gastropoda/Neogastropoda/Conidae/Conus-rolani	1.0	7	7	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus rolani		Conus aff. rolani NP-2011
Conus-sponsalis-COI	Gastropoda/Neogastropoda/Conidae/Conus-sponsalis	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus sponsalis		Conus sp. MNHN-IM-2013-47267
Conus-sulcatus-COI	Gastropoda/Neogastropoda/Conidae/Conus-sulcatus	1.0	11	11	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus sulcatus		
Conus-sutanorcum-COI	Gastropoda/Neogastropoda/Conidae/Conus-sutanorcum	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus sutanorcum		
Conus-tabidus-COI	Gastropoda/Neogastropoda/Conidae/Conus-tabidus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus tabidus		
Conus-terebra-COI	Gastropoda/Neogastropoda/Conidae/Conus-terebra	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus terebra		
Conus-tessellatus-COI	Gastropoda/Neogastropoda/Conidae/Conus-tessellatus	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus tessellatus		Conus tessulatus
Conus-tessulatus-COI	Gastropoda/Neogastropoda/Conidae/Conus-tessulatus	1.0	11	11	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus tessulatus		
Conus-textile-COI	Gastropoda/Neogastropoda/Conidae/Conus-textile	1.0	26	26	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus textile		
Coralliophila-caribaea-COI	Gastropoda/Neogastropoda/Muricidae/Coralliophila-caribaea	1.0	32	32	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Coralliophila	Coralliophila caribaea		
Coralliophila-curacaoensis-COI	Gastropoda/Neogastropoda/Muricidae/Coralliophila-curacaoensis	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Coralliophila	Coralliophila curacaoensis		
Coralliophila-galea-COI	Gastropoda/Neogastropoda/Muricidae/Coralliophila-galea	1.0	32	32	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Coralliophila	Coralliophila galea		
Corambe-obscura-COI	Gastropoda/Nudibranchia/Corambidae/Corambe-obscura	1.0	8	8	Animalia	Mollusca	Gastropoda	Nudibranchia	Corambidae	Corambe	Corambe obscura		
Corbicula-fluminea-COI	Bivalvia/Venerida/Cyrenidae/Corbicula-fluminea	1.0	53	53	Animalia	Mollusca	Bivalvia	Venerida	Cyrenidae	Corbicula	Corbicula fluminea		
Corbula-gibba-COI	Bivalvia/Myida/Corbulidae/Corbula-gibba	1.0	7	7	Animalia	Mollusca	Bivalvia	Myida	Corbulidae	Corbula	Corbula gibba		
Cornu-aspersum-COI	Gastropoda/Stylommatophora/Helicidae/Cornu-aspersum	1.0	9	9	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cornu	Cornu aspersum		Helix aspersa
Corolla-spectabilis-COI	Gastropoda/Pteropoda/Cymbuliidae/Corolla-spectabilis	1.0	5	5	Animalia	Mollusca	Gastropoda	Pteropoda	Cymbuliidae	Corolla	Corolla spectabilis		
Coryphella-verrucosa-COI	Gastropoda/Nudibranchia/Coryphellidae/Coryphella-verrucosa	1.0	22	22	Animalia	Mollusca	Gastropoda	Nudibranchia	Coryphellidae	Coryphella	Coryphella verrucosa		
Costoanachis-avara-COI	Gastropoda/Neogastropoda/Columbellidae/Costoanachis-avara	1.0	8	8	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Costoanachis	Costoanachis avara		Gastropoda sp. BOLD:ACQ6914
Costoanachis-sparsa-COI	Gastropoda/Neogastropoda/Columbellidae/Costoanachis-sparsa	1.0	8	8	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Costoanachis	Costoanachis sparsa		
Crassispira-cerithina-COI	Gastropoda/Neogastropoda/Pseudomelatomidae/Crassispira-cerithina	1.0	34	34	Animalia	Mollusca	Gastropoda	Neogastropoda	Pseudomelatomidae	Crassispira	Crassispira cerithina		Turridrupa cerithina
Crassispira-scala-COI	Gastropoda/Neogastropoda/Pseudomelatomidae/Crassispira-scala	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Pseudomelatomidae	Crassispira	Crassispira scala		
Crassostrea-angulata-COI	Bivalvia/Ostreida/Ostreidae/Crassostrea-angulata	1.0	9	9	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea angulata		
Crassostrea-brasiliana-COI	Bivalvia/Ostreida/Ostreidae/Crassostrea-brasiliana	1.0	9	9	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea brasiliana		
Crassostrea-virginica-COI	Bivalvia/Ostreida/Ostreidae/Crassostrea-virginica	1.0	15	15	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea	Crassostrea virginica		
Cratena-pilata-COI	Gastropoda/Nudibranchia/Facelinidae/Cratena-pilata	1.0	11	11	Animalia	Mollusca	Gastropoda	Nudibranchia	Facelinidae	Cratena	Cratena pilata		
Crepidula-adunca-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Crepidula-adunca	1.0	18	18	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula adunca		
Crepidula-convexa-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Crepidula-convexa	1.0	5	5	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula convexa		
Crepidula-fornicata-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Crepidula-fornicata	1.0	34	34	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula fornicata		
Crepidula-norrisiarum-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Crepidula-norrisiarum	1.0	8	8	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula norrisiarum		
Crepidula-plana-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Crepidula-plana	1.0	5	5	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula plana		
Crepidula-williamsi-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Crepidula-williamsi	1.0	16	16	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepidula	Crepidula williamsi		
Crepipatella-lingulata-COI	Gastropoda/Littorinimorpha/Calyptraeidae/Crepipatella-lingulata	1.0	28	28	Animalia	Mollusca	Gastropoda	Littorinimorpha	Calyptraeidae	Crepipatella	Crepipatella lingulata		
Creseis-acicula-COI	Gastropoda/Pteropoda/Creseidae/Creseis-acicula	1.0	8	8	Animalia	Mollusca	Gastropoda	Pteropoda	Creseidae	Creseis	Creseis acicula		
Creseis-conica-COI	Gastropoda/Pteropoda/Creseidae/Creseis-conica	1.0	10	10	Animalia	Mollusca	Gastropoda	Pteropoda	Creseidae	Creseis	Creseis conica	conica	Creseis virgula conica
Creseis-virgula-COI	Gastropoda/Pteropoda/Creseidae/Creseis-virgula	1.0	9	9	Animalia	Mollusca	Gastropoda	Pteropoda	Creseidae	Creseis	Creseis virgula	virgula	Creseis virgula virgula
Crisilla-postrema-COI	Gastropoda/Littorinimorpha/Rissoidae/Crisilla-postrema	1.0	3	3	Animalia	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	Crisilla	Crisilla postrema		
Cryptochiton-stelleri-COI	Polyplacophora/Chitonida/Mopaliidae/Cryptochiton-stelleri	1.0	3	3	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Cryptochiton	Cryptochiton stelleri		
Cryptonatica-affinis-COI	Gastropoda/Littorinimorpha/Naticidae/Cryptonatica-affinis	1.0	17	17	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Cryptonatica	Cryptonatica affinis		
Cryptonatica-aleutica-COI	Gastropoda/Littorinimorpha/Naticidae/Cryptonatica-aleutica	1.0	4	4	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Cryptonatica	Cryptonatica aleutica		
Curtitoma-violacea-COI	Gastropoda/Neogastropoda/Mangeliidae/Curtitoma-violacea	1.0	8	8	Animalia	Mollusca	Gastropoda	Neogastropoda	Mangeliidae	Curtitoma	Curtitoma violacea		Oenopota bicarinata
Cuvierina-atlantica-COI	Gastropoda/Pteropoda/Cavoliniidae/Cuvierina-atlantica	1.0	67	67	Animalia	Mollusca	Gastropoda	Pteropoda	Cavoliniidae	Cuvierina	Cuvierina atlantica		
Cuvierina-cancapae-COI	Gastropoda/Pteropoda/Cavoliniidae/Cuvierina-cancapae	1.0	5	5	Animalia	Mollusca	Gastropoda	Pteropoda	Cavoliniidae	Cuvierina	Cuvierina cancapae		
Cuvierina-columnella-COI	Gastropoda/Pteropoda/Cavoliniidae/Cuvierina-columnella	1.0	6	6	Animalia	Mollusca	Gastropoda	Pteropoda	Cavoliniidae	Cuvierina	Cuvierina columnella		
Cuvierina-pacifica-COI	Gastropoda/Pteropoda/Cavoliniidae/Cuvierina-pacifica	1.0	59	59	Animalia	Mollusca	Gastropoda	Pteropoda	Cavoliniidae	Cuvierina	Cuvierina pacifica		
Cyanoplax-dentiens-COI	Polyplacophora/Chitonida/Lepidochitonidae/Cyanoplax-dentiens	1.0	9	9	Animalia	Mollusca	Polyplacophora	Chitonida	Lepidochitonidae	Cyanoplax	Cyanoplax dentiens		
Cyclina-sinensis-COI	Bivalvia/Venerida/Veneridae/Cyclina-sinensis	1.0	9	9	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Cyclina	Cyclina sinensis		
Cyclinella-tenuis-COI	Bivalvia/Venerida/Veneridae/Cyclinella-tenuis	1.0	5	5	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Cyclinella	Cyclinella tenuis		
Cyclocardia-crassidens-COI	Bivalvia/Carditida/Carditidae/Cyclocardia-crassidens	1.0	4	4	Animalia	Mollusca	Bivalvia	Carditida	Carditidae	Cyclocardia	Cyclocardia crassidens		
Cyclonaias-asperata-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-asperata	1.0	6	6	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias asperata		
Cyclonaias-asperata-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-asperata	1.0	6	6	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias asperata		
Cyclonaias-infucata-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-infucata	1.0	21	21	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias infucata		
Cyclonaias-infucata-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-infucata	1.0	21	21	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias infucata		
Cyclonaias-kleiniana-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-kleiniana	1.0	4	4	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias kleiniana		
Cyclonaias-kleiniana-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-kleiniana	1.0	4	4	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias kleiniana		
Cyclonaias-necki-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-necki	1.0	33	33	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias necki		
Cyclonaias-necki-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-necki	1.0	33	33	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias necki		
Cyclonaias-nodulata-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-nodulata	1.0	13	13	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias nodulata		
Cyclonaias-nodulata-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-nodulata	1.0	13	13	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias nodulata		
Cyclonaias-petrina-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-petrina	1.0	33	33	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias petrina		Quadrula petrina
Cyclonaias-petrina-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-petrina	1.0	34	34	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias petrina		Quadrula petrina
Cyclonaias-pustulosa-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-pustulosa	1.0	236	236	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias pustulosa		
Cyclonaias-pustulosa-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-pustulosa	1.0	236	236	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias pustulosa		
Cyclonaias-succissa-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-succissa	1.0	19	19	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias succissa		
Cyclonaias-succissa-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-succissa	1.0	19	19	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias succissa		
Cyclonaias-tuberculata-ND1	Bivalvia/Unionida/Unionidae/Cyclonaias-tuberculata	1.0	3	3	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias tuberculata		
Cyclonaias-tuberculata-COI	Bivalvia/Unionida/Unionidae/Cyclonaias-tuberculata	1.0	3	3	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Cyclonaias	Cyclonaias tuberculata		
Cyclophorus-abditus-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-abditus	1.0	17	17	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus abditus		
Cyclophorus-affinis-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-affinis	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus affinis		
Cyclophorus-amoenus-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-amoenus	1.0	5	5	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus amoenus		
Cyclophorus-aurantiacus-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-aurantiacus	1.0	12	12	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus aurantiacus	pernobilis	Cyclophorus aurantiacus pernobilis
Cyclophorus-bensoni-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-bensoni	1.0	3	3	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus bensoni		
Cyclophorus-courbeti-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-courbeti	1.0	3	3	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus courbeti		
Cyclophorus-expansus-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-expansus	1.0	8	8	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus expansus		
Cyclophorus-fulguratus-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-fulguratus	1.0	18	18	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus fulguratus		
Cyclophorus-haughtoni-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-haughtoni	1.0	3	3	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus haughtoni		
