gene	dir	proportion_retained	num_seqs_unaligned	num_seqs_aligned	kingdom	phylum	class	order	family	genus	species	subspecies	different_genbank_species
Cyclophorus-malayanus-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-malayanus	1.0	4	4	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus malayanus		
Cyclophorus-rangunensis-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-rangunensis	1.0	12	12	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus rangunensis		
Cyclophorus-volvulus-COI	Gastropoda/Architaenioglossa/Cyclophoridae/Cyclophorus-volvulus	1.0	29	29	Animalia	Mollusca	Gastropoda	Architaenioglossa	Cyclophoridae	Cyclophorus	Cyclophorus volvulus		
Cylichna-alba-COI	Gastropoda/Cephalaspidea/Cylichnidae/Cylichna-alba	1.0	5	5	Animalia	Mollusca	Gastropoda	Cephalaspidea	Cylichnidae	Cylichna	Cylichna alba		
Cylichna-cylindracea-COI	Gastropoda/Cephalaspidea/Cylichnidae/Cylichna-cylindracea	1.0	5	5	Animalia	Mollusca	Gastropoda	Cephalaspidea	Cylichnidae	Cylichna	Cylichna cylindracea		
Cylichna-gouldii-COI	Gastropoda/Cephalaspidea/Cylichnidae/Cylichna-gouldii	1.0	6	6	Animalia	Mollusca	Gastropoda	Cephalaspidea	Cylichnidae	Cylichna	Cylichna gouldii		Cylichna cf. gouldii BOLD:AAG2995
Delectopecten-fosterianus-COI	Bivalvia/Pectinida/Pectinidae/Delectopecten-fosterianus	1.0	4	4	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Delectopecten	Delectopecten fosterianus		
Dendrochiton-flectens-COI	Polyplacophora/Chitonida/Mopaliidae/Dendrochiton-flectens	1.0	11	11	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Dendrochiton	Dendrochiton flectens		
Dendrochiton-thamnoporus-COI	Polyplacophora/Chitonida/Mopaliidae/Dendrochiton-thamnoporus	1.0	4	4	Animalia	Mollusca	Polyplacophora	Chitonida	Mopaliidae	Dendrochiton	Dendrochiton thamnoporus		
Dendronotus-albus-COI	Gastropoda/Nudibranchia/Dendronotidae/Dendronotus-albus	1.0	4	4	Animalia	Mollusca	Gastropoda	Nudibranchia	Dendronotidae	Dendronotus	Dendronotus albus		
Dendronotus-frondosus-COI	Gastropoda/Nudibranchia/Dendronotidae/Dendronotus-frondosus	1.0	24	24	Animalia	Mollusca	Gastropoda	Nudibranchia	Dendronotidae	Dendronotus	Dendronotus frondosus		
Dentellaria-okeniana-COII	Gastropoda/Stylommatophora/Pleurodontidae/Dentellaria-okeniana	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Pleurodontidae	Dentellaria	Dentellaria okeniana		Pleurodonte okeniana
Deroceras-agreste-COI	Gastropoda/Stylommatophora/Agriolimacidae/Deroceras-agreste	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras	Deroceras agreste		Deroceras reticulatum
Deroceras-golcheri-COI	Gastropoda/Stylommatophora/Agriolimacidae/Deroceras-golcheri	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras	Deroceras golcheri		
Deroceras-invadens-COI	Gastropoda/Stylommatophora/Agriolimacidae/Deroceras-invadens	1.0	14	14	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras	Deroceras invadens		
Deroceras-laeve-COI	Gastropoda/Stylommatophora/Agriolimacidae/Deroceras-laeve	1.0	217	217	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras	Deroceras laeve		
Deroceras-panormitanum-COI	Gastropoda/Stylommatophora/Agriolimacidae/Deroceras-panormitanum	1.0	14	14	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras	Deroceras panormitanum		
Deroceras-reticulatum-COI	Gastropoda/Stylommatophora/Agriolimacidae/Deroceras-reticulatum	1.0	171	171	Animalia	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras	Deroceras reticulatum		
Diacavolinia-longirostris-COI	Gastropoda/Pteropoda/Cavoliniidae/Diacavolinia-longirostris	1.0	61	61	Animalia	Mollusca	Gastropoda	Pteropoda	Cavoliniidae	Diacavolinia	Diacavolinia longirostris		Cavolinia longirostris
Diacria-major-COI	Gastropoda/Pteropoda/Cavoliniidae/Diacria-major	1.0	6	6	Animalia	Mollusca	Gastropoda	Pteropoda	Cavoliniidae	Diacria	Diacria major		
Diacria-trispinosa-COI	Gastropoda/Pteropoda/Cavoliniidae/Diacria-trispinosa	1.0	18	18	Animalia	Mollusca	Gastropoda	Pteropoda	Cavoliniidae	Diacria	Diacria trispinosa		Diacria cf. rampali RJ-2009
Diaphana-minuta-COI	Gastropoda/Cephalaspidea/Diaphanidae/Diaphana-minuta	1.0	3	3	Animalia	Mollusca	Gastropoda	Cephalaspidea	Diaphanidae	Diaphana	Diaphana minuta		
Diodora-cayenensis-COI	Gastropoda/Lepetellida/Fissurellidae/Diodora-cayenensis	1.0	9	9	Animalia	Mollusca	Gastropoda	Lepetellida	Fissurellidae	Diodora	Diodora cayenensis		
Diodora-cayenensis-H3	Gastropoda/Lepetellida/Fissurellidae/Diodora-cayenensis	1.0	5	5	Animalia	Mollusca	Gastropoda	Lepetellida	Fissurellidae	Diodora	Diodora cayenensis		
Dirona-albolineata-COI	Gastropoda/Nudibranchia/Dironidae/Dirona-albolineata	1.0	5	5	Animalia	Mollusca	Gastropoda	Nudibranchia	Dironidae	Dirona	Dirona albolineata		
Discula-attrita-COI	Gastropoda/Stylommatophora/Helicidae/Discula-attrita	1.0	15	15	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Discula	Discula attrita		
Discula-discina-COI	Gastropoda/Stylommatophora/Helicidae/Discula-discina	1.0	14	14	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Discula	Discula discina		
Discula-polymorpha-COI	Gastropoda/Stylommatophora/Helicidae/Discula-polymorpha	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Discula	Discula polymorpha	alleniana	Discula polymorpha alleniana
Discula-pulvinata-COI	Gastropoda/Stylommatophora/Helicidae/Discula-pulvinata	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Discula	Discula pulvinata		
Discula-rotula-COI	Gastropoda/Stylommatophora/Helicidae/Discula-rotula	1.0	12	12	Animalia	Mollusca	Gastropoda	Stylommatophora	Helicidae	Discula	Discula rotula		Callina rotula
Discus-catskillensis-COI	Gastropoda/Stylommatophora/Trochomorphidae/Discus-catskillensis	1.0	29	29	Animalia	Mollusca	Gastropoda	Stylommatophora	Trochomorphidae	Videna	Discus catskillensis		
Discus-whitneyi-COI	Gastropoda/Stylommatophora/Discidae/Discus-whitneyi	1.0	25	25	Animalia	Mollusca	Gastropoda	Stylommatophora	Discidae	Discus	Discus whitneyi		
Donax-trunculus-COI	Bivalvia/Cardiida/Donacidae/Donax-trunculus	1.0	16	16	Animalia	Mollusca	Bivalvia	Cardiida	Donacidae	Donax	Donax trunculus		
Donax-vittatus-COI	Bivalvia/Cardiida/Donacidae/Donax-vittatus	1.0	17	17	Animalia	Mollusca	Bivalvia	Cardiida	Donacidae	Donax	Donax vittatus		
Doris-kerguelenensis-COI	Gastropoda/Nudibranchia/Dorididae/Doris-kerguelenensis	1.0	20	20	Animalia	Mollusca	Gastropoda	Nudibranchia	Dorididae	Doris	Doris kerguelenensis		
Doris-montereyensis-COI	Gastropoda/Nudibranchia/Dorididae/Doris-montereyensis	1.0	12	12	Animalia	Mollusca	Gastropoda	Nudibranchia	Dorididae	Doris	Doris montereyensis		
Doris-pseudoargus-COI	Gastropoda/Nudibranchia/Dorididae/Doris-pseudoargus	1.0	8	8	Animalia	Mollusca	Gastropoda	Nudibranchia	Dorididae	Doris	Doris pseudoargus		
Doryteuthis-opalescens-COI	Cephalopoda/Myopsida/Loliginidae/Doryteuthis-opalescens	1.0	3	3	Animalia	Mollusca	Cephalopoda	Myopsida	Loliginidae	Doryteuthis	Doryteuthis opalescens		
Doryteuthis-pealeii-COI	Cephalopoda/Myopsida/Loliginidae/Doryteuthis-pealeii	1.0	10	10	Animalia	Mollusca	Cephalopoda	Myopsida	Loliginidae	Doryteuthis	Doryteuthis pealeii		
Dosinia-anus-COI	Bivalvia/Venerida/Veneridae/Dosinia-anus	1.0	12	12	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Dosinia	Dosinia anus		
Dosinia-lupinus-COI	Bivalvia/Venerida/Veneridae/Dosinia-lupinus	1.0	11	11	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Dosinia	Dosinia lupinus		
Dreissena-polymorpha-COI	Bivalvia/Myida/Dreissenidae/Dreissena-polymorpha	1.0	24	24	Animalia	Mollusca	Bivalvia	Myida	Dreissenidae	Dreissena	Dreissena polymorpha		
Drupella-margariticola-COI	Gastropoda/Neogastropoda/Muricidae/Drupella-margariticola	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Drupella	Drupella margariticola		
Duplicaria-benthalis-COI	Gastropoda/Neogastropoda/Terebridae/Duplicaria-benthalis	1.0	12	12	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Duplicaria	Duplicaria benthalis		
Duplicaria-raphanula-COI	Gastropoda/Neogastropoda/Terebridae/Duplicaria-raphanula	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Duplicaria	Duplicaria raphanula		
Echinolittorina-paytensis-COI	Gastropoda/Littorinimorpha/Littorinidae/Echinolittorina-paytensis	1.0	95	95	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Echinolittorina	Echinolittorina paytensis		
Ecrobia-truncata-COI	Gastropoda/Littorinimorpha/Hydrobiidae/Ecrobia-truncata	1.0	24	24	Animalia	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Ecrobia	Ecrobia truncata		Hydrobia truncata
Ectenagena-nautilei-COI	Bivalvia/Venerida/Vesicomyidae/Ectenagena-nautilei	1.0	3	3	Animalia	Mollusca	Bivalvia	Venerida	Vesicomyidae	Ectenagena	Ectenagena nautilei		Calyptogena nautilei
Edmundsella-pedata-COI	Gastropoda/Nudibranchia/Flabellinidae/Edmundsella-pedata	1.0	6	6	Animalia	Mollusca	Gastropoda	Nudibranchia	Flabellinidae	Edmundsella	Edmundsella pedata		
Eledone-cirrhosa-COI	Cephalopoda/Octopoda/Eledonidae/Eledone-cirrhosa	1.0	5	5	Animalia	Mollusca	Cephalopoda	Octopoda	Eledonidae	Eledone	Eledone cirrhosa		
Elliptio-complanata-COI	Bivalvia/Unionida/Unionidae/Elliptio-complanata	1.0	6	6	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Elliptio	Elliptio complanata		
Elliptio-crassidens-COI	Bivalvia/Unionida/Unionidae/Elliptio-crassidens	1.0	4	4	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Elliptio	Elliptio crassidens		
Elliptio-dariensis-COI	Bivalvia/Unionida/Unionidae/Elliptio-dariensis	1.0	380	380	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Elliptio	Elliptio dariensis		
Elliptio-fisheriana-COI	Bivalvia/Unionida/Unionidae/Elliptio-fisheriana	1.0	5	5	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Elliptio	Elliptio fisheriana		
Elliptio-hopetonensis-COI	Bivalvia/Unionida/Unionidae/Elliptio-hopetonensis	1.0	268	268	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Elliptio	Elliptio hopetonensis		
Elliptio-icterina-COI	Bivalvia/Unionida/Unionidae/Elliptio-icterina	1.0	148	148	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Elliptio	Elliptio icterina		
Emarginula-fissura-COI	Gastropoda/Lepetellida/Fissurellidae/Emarginula-fissura	1.0	3	3	Animalia	Mollusca	Gastropoda	Lepetellida	Fissurellidae	Emarginula	Emarginula fissura		
Emarginula-rosea-COI	Gastropoda/Lepetellida/Fissurellidae/Emarginula-rosea	1.0	10	10	Animalia	Mollusca	Gastropoda	Lepetellida	Fissurellidae	Emarginula	Emarginula rosea		
Enixotrophon-maxwelli-COI	Gastropoda/Neogastropoda/Muricidae/Enixotrophon-maxwelli	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Enixotrophon	Enixotrophon maxwelli		Pagodula maxwelli
Ennucula-tenuis-COI	Bivalvia/Nuculida/Nuculidae/Ennucula-tenuis	1.0	29	29	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Ennucula	Ennucula tenuis		
Ensis-directus-COI	Bivalvia/Adapedonta/Pharidae/Ensis-directus	1.0	11	11	Animalia	Mollusca	Bivalvia	Adapedonta	Pharidae	Ensis	Ensis directus		
Entemnotrochus-adansonianus-COI	Gastropoda/Pleurotomariida/Pleurotomariidae/Entemnotrochus-adansonianus	1.0	3	3	Animalia	Mollusca	Gastropoda	Pleurotomariida	Pleurotomariidae	Entemnotrochus	Entemnotrochus adansonianus		
Enteroctopus-dofleini-COI	Cephalopoda/Octopoda/Enteroctopodidae/Enteroctopus-dofleini	1.0	5	5	Animalia	Mollusca	Cephalopoda	Octopoda	Enteroctopodidae	Enteroctopus	Enteroctopus dofleini		
Enteroctopus-dofleini-CYTB	Cephalopoda/Octopoda/Enteroctopodidae/Enteroctopus-dofleini	1.0	7	7	Animalia	Mollusca	Cephalopoda	Octopoda	Enteroctopodidae	Enteroctopus	Enteroctopus dofleini		
Enteroctopus-dofleini-ODH1	Cephalopoda/Octopoda/Enteroctopodidae/Enteroctopus-dofleini	1.0	3	3	Animalia	Mollusca	Cephalopoda	Octopoda	Enteroctopodidae	Enteroctopus	Enteroctopus dofleini		
Eosipho-smithi-COI	Gastropoda/Neogastropoda/Buccinidae/Eosipho-smithi	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Eosipho	Eosipho smithi		
Eremarionta-morongoana-COI	Gastropoda/Stylommatophora/Xanthonychidae/Eremarionta-morongoana	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Xanthonychidae	Eremarionta	Eremarionta morongoana		
Etheria-elliptica-H3	Bivalvia/Unionida/Etheriidae/Etheria-elliptica	1.0	10	10	Animalia	Mollusca	Bivalvia	Unionida	Etheriidae	Etheria	Etheria elliptica		
Etheria-elliptica-COI	Bivalvia/Unionida/Etheriidae/Etheria-elliptica	1.0	10	10	Animalia	Mollusca	Bivalvia	Unionida	Etheriidae	Etheria	Etheria elliptica		
Eubranchus-rupium-COI	Gastropoda/Nudibranchia/Eubranchidae/Eubranchus-rupium	1.0	15	15	Animalia	Mollusca	Gastropoda	Nudibranchia	Eubranchidae	Eubranchus	Eubranchus rupium		
Eubranchus-tricolor-COI	Gastropoda/Nudibranchia/Eubranchidae/Eubranchus-tricolor	1.0	3	3	Animalia	Mollusca	Gastropoda	Nudibranchia	Eubranchidae	Eubranchus	Eubranchus tricolor		
Euconulus-fulvus-COI	Gastropoda/Stylommatophora/Euconulidae/Euconulus-fulvus	1.0	65	65	Animalia	Mollusca	Gastropoda	Stylommatophora	Euconulidae	Euconulus	Euconulus fulvus		
Euconulus-fulvus-COII	Gastropoda/Stylommatophora/Euconulidae/Euconulus-fulvus	1.0	45	45	Animalia	Mollusca	Gastropoda	Stylommatophora	Euconulidae	Euconulus	Euconulus fulvus		
Euconulus-polygyratus-COI	Gastropoda/Stylommatophora/Euconulidae/Euconulus-polygyratus	1.0	5	5	Animalia	Mollusca	Gastropoda	Stylommatophora	Euconulidae	Euconulus	Euconulus polygyratus		Euconulus fulvus
Eupleura-caudata-COI	Gastropoda/Neogastropoda/Muricidae/Eupleura-caudata	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Eupleura	Eupleura caudata		
Euspira-catena-COI	Gastropoda/Littorinimorpha/Naticidae/Euspira-catena	1.0	3	3	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Euspira	Euspira catena		
Euspira-fusca-COI	Gastropoda/Littorinimorpha/Naticidae/Euspira-fusca	1.0	9	9	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Euspira	Euspira fusca		
Euspira-heros-COI	Gastropoda/Littorinimorpha/Naticidae/Euspira-heros	1.0	19	19	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Euspira	Euspira heros		Lunatia heros
Euspira-montagui-COI	Gastropoda/Littorinimorpha/Naticidae/Euspira-montagui	1.0	6	6	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Euspira	Euspira montagui		
Euspira-nitida-COI	Gastropoda/Littorinimorpha/Naticidae/Euspira-nitida	1.0	5	5	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Euspira	Euspira nitida		Lunatia alderi
Euterebra-fuscolutea-COI	Gastropoda/Neogastropoda/Terebridae/Euterebra-fuscolutea	1.0	3	3	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Euterebra	Euterebra fuscolutea		
Euterebra-puncturosa-COI	Gastropoda/Neogastropoda/Terebridae/Euterebra-puncturosa	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Euterebra	Euterebra puncturosa		
Euterebra-sandrinae-COI	Gastropoda/Neogastropoda/Terebridae/Euterebra-sandrinae	1.0	5	5	Animalia	Mollusca	Gastropoda	Neogastropoda	Terebridae	Euterebra	Euterebra sandrinae		
Falspleuroxia-overlanderensis-COI	Gastropoda/Stylommatophora/Camaenidae/Falspleuroxia-overlanderensis	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Camaenidae	Falspleuroxia	Falspleuroxia overlanderensis		
Favorinus-auritulus-H3	Gastropoda/Nudibranchia/Facelinidae/Favorinus-auritulus	1.0	4	4	Animalia	Mollusca	Gastropoda	Nudibranchia	Facelinidae	Favorinus	Favorinus auritulus		
Favorinus-auritulus-COI	Gastropoda/Nudibranchia/Facelinidae/Favorinus-auritulus	1.0	4	4	Animalia	Mollusca	Gastropoda	Nudibranchia	Facelinidae	Favorinus	Favorinus auritulus		
Favorinus-tsuruganus-H3	Gastropoda/Nudibranchia/Facelinidae/Favorinus-tsuruganus	1.0	4	4	Animalia	Mollusca	Gastropoda	Nudibranchia	Facelinidae	Favorinus	Favorinus tsuruganus		
Favorinus-tsuruganus-COI	Gastropoda/Nudibranchia/Facelinidae/Favorinus-tsuruganus	1.0	4	4	Animalia	Mollusca	Gastropoda	Nudibranchia	Facelinidae	Favorinus	Favorinus tsuruganus		
Felimare-tricolor-COI	Gastropoda/Nudibranchia/Chromodorididae/Felimare-tricolor	1.0	12	12	Animalia	Mollusca	Gastropoda	Nudibranchia	Chromodorididae	Felimare	Felimare tricolor		
Fenimorea-fucata-COI	Gastropoda/Neogastropoda/Drilliidae/Fenimorea-fucata	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Drilliidae	Fenimorea	Fenimorea fucata		
Filippovia-knipovitchi-COI	Cephalopoda/Oegopsida/Onychoteuthidae/Filippovia-knipovitchi	1.0	5	5	Animalia	Mollusca	Cephalopoda	Oegopsida	Onychoteuthidae	Filippovia	Filippovia knipovitchi		
Fluminicola-klamathensis-COI	Gastropoda/Littorinimorpha/Lithoglyphidae/Fluminicola-klamathensis	1.0	14	14	Animalia	Mollusca	Gastropoda	Littorinimorpha	Lithoglyphidae	Fluminicola	Fluminicola klamathensis		
Fluminicola-klamathensis-CYTB	Gastropoda/Littorinimorpha/Lithoglyphidae/Fluminicola-klamathensis	1.0	16	16	Animalia	Mollusca	Gastropoda	Littorinimorpha	Lithoglyphidae	Fluminicola	Fluminicola klamathensis		
Fluminicola-modoci-COI	Gastropoda/Littorinimorpha/Lithoglyphidae/Fluminicola-modoci	1.0	29	29	Animalia	Mollusca	Gastropoda	Littorinimorpha	Lithoglyphidae	Fluminicola	Fluminicola modoci		
Fluminicola-modoci-CYTB	Gastropoda/Littorinimorpha/Lithoglyphidae/Fluminicola-modoci	1.0	49	49	Animalia	Mollusca	Gastropoda	Littorinimorpha	Lithoglyphidae	Fluminicola	Fluminicola modoci		
Fluminicola-multifarius-COI	Gastropoda/Littorinimorpha/Lithoglyphidae/Fluminicola-multifarius	1.0	77	77	Animalia	Mollusca	Gastropoda	Littorinimorpha	Lithoglyphidae	Fluminicola	Fluminicola multifarius		
Fluminicola-multifarius-CYTB	Gastropoda/Littorinimorpha/Lithoglyphidae/Fluminicola-multifarius	1.0	72	72	Animalia	Mollusca	Gastropoda	Littorinimorpha	Lithoglyphidae	Fluminicola	Fluminicola multifarius		
Fruticicola-koreana-COI	Gastropoda/Stylommatophora/Camaenidae/Fruticicola-koreana	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Camaenidae	Fruticicola	Fruticicola koreana		
Fruticocampylaea-kobensis-COI	Gastropoda/Stylommatophora/Hygromiidae/Fruticocampylaea-kobensis	1.0	6	6	Animalia	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Fruticocampylaea	Fruticocampylaea kobensis		
Fruticocampylaea-narzanensis-COI	Gastropoda/Stylommatophora/Hygromiidae/Fruticocampylaea-narzanensis	1.0	7	7	Animalia	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Fruticocampylaea	Fruticocampylaea narzanensis		
Fruticocampylaea-tushetica-COI	Gastropoda/Stylommatophora/Hygromiidae/Fruticocampylaea-tushetica	1.0	6	6	Animalia	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Fruticocampylaea	Fruticocampylaea tushetica		
Fulvia-dulcis-H3	Bivalvia/Cardiida/Cardiidae/Fulvia-dulcis	1.0	3	3	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Fulvia	Fulvia dulcis		
Fulvia-hungerfordi-H3	Bivalvia/Cardiida/Cardiidae/Fulvia-hungerfordi	1.0	5	5	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Fulvia	Fulvia hungerfordi		
Fusconaia-escambia-COI	Bivalvia/Unionida/Unionidae/Fusconaia-escambia	1.0	4	4	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Fusconaia	Fusconaia escambia		
Fusconaia-flava-COI	Bivalvia/Unionida/Unionidae/Fusconaia-flava	1.0	7	7	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Fusconaia	Fusconaia flava		Fusconaia cerina
Fusconaia-mitchelli-COI	Bivalvia/Unionida/Unionidae/Fusconaia-mitchelli	1.0	9	9	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Fusconaia	Fusconaia mitchelli		
Gastrocopta-armifera-COI	Gastropoda/Stylommatophora/Gastrocoptidae/Gastrocopta-armifera	1.0	7	7	Animalia	Mollusca	Gastropoda	Stylommatophora	Gastrocoptidae	Gastrocopta	Gastrocopta armifera		
Gastrocopta-holzingeri-COI	Gastropoda/Stylommatophora/Gastrocoptidae/Gastrocopta-holzingeri	1.0	4	4	Animalia	Mollusca	Gastropoda	Stylommatophora	Gastrocoptidae	Gastrocopta	Gastrocopta holzingeri		
Gastrocopta-servilis-COI	Gastropoda/Stylommatophora/Gastrocoptidae/Gastrocopta-servilis	1.0	3	3	Animalia	Mollusca	Gastropoda	Stylommatophora	Gastrocoptidae	Gastrocopta	Gastrocopta servilis		
Gastropteron-pacificum-COI	Gastropoda/Cephalaspidea/Gastropteridae/Gastropteron-pacificum	1.0	15	15	Animalia	Mollusca	Gastropoda	Cephalaspidea	Gastropteridae	Gastropteron	Gastropteron pacificum		
Gemma-gemma-COI	Bivalvia/Venerida/Veneridae/Gemma-gemma	1.0	24	24	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Gemma	Gemma gemma		
Gemmula-diomedea-COI	Gastropoda/Neogastropoda/Turridae/Gemmula-diomedea	1.0	30	30	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Gemmula	Gemmula diomedea		
Gemmula-hastula-COI	Gastropoda/Neogastropoda/Turridae/Gemmula-hastula	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Gemmula	Gemmula hastula		
Gemmula-kieneri-COI	Gastropoda/Neogastropoda/Turridae/Gemmula-kieneri	1.0	10	10	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Gemmula	Gemmula kieneri		
Gemmula-speciosa-COI	Gastropoda/Neogastropoda/Turridae/Gemmula-speciosa	1.0	9	9	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Gemmula	Gemmula speciosa		
Gemmuloborsonia-clandestina-COI	Gastropoda/Neogastropoda/Turridae/Gemmuloborsonia-clandestina	1.0	25	25	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Gemmuloborsonia	Gemmuloborsonia clandestina		
Gemmuloborsonia-moosai-COI	Gastropoda/Neogastropoda/Turridae/Gemmuloborsonia-moosai	1.0	48	48	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Gemmuloborsonia	Gemmuloborsonia moosai		
Gemmuloborsonia-neocaledonica-COI	Gastropoda/Neogastropoda/Turridae/Gemmuloborsonia-neocaledonica	1.0	4	4	Animalia	Mollusca	Gastropoda	Neogastropoda	Turridae	Gemmuloborsonia	Gemmuloborsonia neocaledonica		
Georissa-nephrostoma-H3	Gastropoda/Cycloneritida/Hydrocenidae/Georissa-nephrostoma	1.0	61	61	Animalia	Mollusca	Gastropoda	Cycloneritida	Hydrocenidae	Georissa	Georissa nephrostoma		
Georissa-nephrostoma-COI	Gastropoda/Cycloneritida/Hydrocenidae/Georissa-nephrostoma	1.0	68	68	Animalia	Mollusca	Gastropoda	Cycloneritida	Hydrocenidae	Georissa	Georissa nephrostoma		
Georissa-similis-H3	Gastropoda/Cycloneritida/Hydrocenidae/Georissa-similis	1.0	235	235	Animalia	Mollusca	Gastropoda	Cycloneritida	Hydrocenidae	Georissa	Georissa similis		
Georissa-similis-COI	Gastropoda/Cycloneritida/Hydrocenidae/Georissa-similis	1.0	305	305	Animalia	Mollusca	Gastropoda	Cycloneritida	Hydrocenidae	Georissa	Georissa similis		
Geukensia-demissa-COI	Bivalvia/Mytilida/Mytilidae/Geukensia-demissa	1.0	4	4	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Geukensia	Geukensia demissa		
Gibbula-ardens-COI	Gastropoda/Trochida/Trochidae/Gibbula-ardens	1.0	12	12	Animalia	Mollusca	Gastropoda	Trochida	Trochidae	Gibbula	Gibbula ardens		
Gibbula-delgadensis-COI	Gastropoda/Trochida/Trochidae/Gibbula-delgadensis	1.0	3	3	Animalia	Mollusca	Gastropoda	Trochida	Trochidae	Gibbula	Gibbula delgadensis		
Gibbula-tumida-COI	Gastropoda/Trochida/Trochidae/Gibbula-tumida	1.0	37	37	Animalia	Mollusca	Gastropoda	Trochida	Trochidae	Gibbula	Gibbula tumida		
Gibbula-turbinoides-COI	Gastropoda/Trochida/Trochidae/Gibbula-turbinoides	1.0	26	26	Animalia	Mollusca	Gastropoda	Trochida	Trochidae	Gibbula	Gibbula turbinoides		
